"","1-C","1-D","2-C","2-D","3-C","3-D","4-C","4-D"
"ENSG00000176022",11.1483103826521,11.0211978191764,10.8066286119356,10.7406440274606,10.955564716327,10.8439164171754,11.3707761072015,11.3452021616375
"ENSG00000184163",4.48673822021327,4.4747391559141,4.36367802376428,4.24147788693527,4.66205372556845,4.48622743094813,4.8261606253352,4.4831273736564
"ENSG00000160087",11.9155192984449,11.8051942871139,11.5907259098171,11.7972522591378,11.7186772864564,11.7652472752177,11.9029993843258,12.0560178667125
"ENSG00000162572",6.53263165310726,5.22033676572021,6.23155234158772,5.21728685230515,6.35403766251036,5.3209000312268,6.45649066911272,5.2919812500679
"ENSG00000131584",10.175761393482,9.12566103623742,9.94675527781636,9.14568173279098,10.1196599499633,9.16686421773823,10.1855221516668,9.14390310267521
"ENSG00000169972",10.5826446518764,10.386589104904,10.0711596065269,10.213577035975,10.2695381557446,10.1613793722337,10.8188228401383,10.7110360918907
"ENSG00000127054",12.0249700204017,11.9086098424957,11.8705778090777,11.8752898294557,11.9761745541609,11.8459333100061,12.0882594671534,12.0229995346665
"ENSG00000240731",6.99808791286134,6.41400184384983,6.2553607669967,6.49326441195119,6.69333965233903,6.27875136927163,7.01947142986835,6.45642954706738
"ENSG00000224051",10.4871862339405,10.2430566892193,9.91571954976367,10.0120443620513,10.0812653222996,10.0857600553285,10.5738032522237,10.4738274456952
"ENSG00000169962",3.63961167588732,3.48407459104619,3.75159677143443,3.62958493787467,3.53403663751303,3.38516947173899,3.5139960409704,3.47957459478362
"ENSG00000107404",12.2478352938745,11.8813741662749,12.0277093016436,11.9276341366487,12.2312260551514,11.9437391932022,12.2990769863081,12.0366273213586
"ENSG00000162576",9.78818396232141,10.998099564776,9.91182132689423,10.9313474403803,9.92549689289027,11.042859598167,9.83198651227943,11.0657834548228
"ENSG00000175756",12.4323040384431,12.5541684562336,12.2305135526964,12.4040907330755,12.1201599662075,12.2874850933736,12.9288231549057,12.9614005007918
"ENSG00000221978",10.9805776839204,10.6206640375799,10.6159965417135,10.6527658469127,10.8308879978129,10.7160018261544,11.2294143153536,10.8776392869843
"ENSG00000224870",10.1106202585166,10.0075313127245,10.02194681229,10.0264240862488,9.98574823067664,9.98897587161194,10.1511768436513,10.1607670058756
"ENSG00000242485",11.6079328292349,11.9077854230579,11.5385226734369,11.8275052741217,11.4673653466806,11.6995271068626,11.8269399389957,12.1520824445449
"ENSG00000272455",5.8513781061939,5.60349941420192,5.79234099215944,5.79206686908595,5.8976929737383,5.58087655417139,5.93185673366422,5.57256553537323
"ENSG00000225285",3.89792248202275,3.68989921593778,3.82778347048479,3.63486130569348,3.82865242410367,3.78701077267063,4.16927087443024,3.7718772241222
"ENSG00000179403",10.306897290954,10.2701860555441,9.90833802889909,10.0161764755616,9.91187951662441,10.2392050997821,10.5475189308817,10.5390090963999
"ENSG00000160072",10.9299759106897,10.7342325369252,10.8261335692615,10.8326883773324,10.8843292952452,10.3958831813435,11.0597019823511,10.9335270688379
"ENSG00000197785",11.50444165834,10.7083224719931,11.4870022108676,10.7090033559201,11.4854432813348,10.55422153593,11.5739495417587,10.8589242987603
"ENSG00000205090",4.11979825968648,3.68853198997228,4.2477551263763,3.67751027974613,4.1990415507187,3.63714697377116,4.39579131041071,3.81596203099291
"ENSG00000160075",13.0651531272424,12.7463959261357,12.6890739077785,12.6404660090719,12.7972844892701,12.6082615954352,13.2506942504696,12.8342502647614
"ENSG00000215014",5.71027585334113,5.97404767762195,5.66498698410169,5.73047958739872,5.63663782804266,5.74103487650425,5.88679438115149,5.90378692610918
"ENSG00000228594",10.2391090305811,9.3968413155959,9.81963992077005,9.13774621409437,9.83543883445515,9.33631310880334,10.3555267929346,9.60026503935617
"ENSG00000272106",7.78971167776099,8.92216479798139,7.86992020230619,9.0273650484266,7.84281961572927,8.90531438460122,7.93266599104295,8.79550961747982
"ENSG00000197530",10.1636224337288,8.86076068650419,9.66671846525225,8.66146742035393,9.99802062987829,8.87858042738358,10.2436129567817,9.05062343213051
"ENSG00000248333",12.174804807995,11.9287027542491,11.5735029600385,11.7389917763877,11.6624325726175,11.7770586818847,12.4564282193761,12.279868835483
"ENSG00000272004",3.25201887162975,3.29443664342738,3.40277828023674,3.44300530275446,3.22075573414028,3.19767442858461,3.15742195029203,3.35789119370378
"ENSG00000189339",11.2944695953849,10.9779459328375,11.7091942758215,10.9384728395257,11.6463681848948,11.0765652147866,11.3237883281319,10.7653533763525
"ENSG00000269737",4.61298624118685,4.74399199420623,5.01143082559718,4.94569193865242,4.82902932343265,4.82681949978403,4.80438630565987,4.82170703029626
"ENSG00000008128",9.21791661054822,9.26982611073898,8.77171064697137,9.17891723977372,8.87310995367846,9.17543547105689,9.53162947017831,9.53542676586709
"ENSG00000268575",6.74654893808698,6.62918804992658,6.66051165055894,6.50080213932178,6.88877293944034,6.54297916650716,6.83109189598076,6.59405709382944
"ENSG00000227775",6.54377842702529,6.83057763555136,6.9120448337599,7.18202754419361,7.04235023012286,7.15057488589802,6.43982988753836,6.58367027205358
"ENSG00000215790",6.48882156774771,6.75193374799908,7.20860909885309,6.8538127305815,6.87328701642536,7.05468689377483,6.6624706745585,6.69878717405919
"ENSG00000008130",11.2199535167301,10.9402276031866,11.5397359768149,10.7746655559564,11.5949615542323,10.9455504385147,11.1937584165584,11.0180648660401
"ENSG00000078369",13.6664562601527,14.2102419932919,14.1782161502519,14.1073548307734,14.0565892802197,14.2173103493347,13.6466730662519,13.917260294326
"ENSG00000231050",4.43093709500894,4.68966206881276,4.59102887818054,4.38797537300131,4.47605597841564,4.46403869154383,4.33381335761213,4.55624371961303
"ENSG00000178821",8.04641689701801,7.33642808091166,7.39559739654287,7.19235690808442,7.41054346312384,7.25234902830841,8.20525013970347,7.81429238960435
"ENSG00000142609",5.17461316300983,5.29667854813025,5.13380195999673,5.51603722063913,5.11054785970693,5.43836780371371,5.0207380825038,5.23227561143646
"ENSG00000187730",7.61400556255892,7.57079516436559,7.59818106270283,7.30425613894374,7.60756995089836,7.63058341271454,7.91603773705563,7.7732238785136
"ENSG00000067606",10.5162584173951,9.72182115477742,10.3011389647427,9.59286330762833,10.5420726322986,9.54761606465657,10.1717955015054,9.67738584786153
"ENSG00000182873",5.54323058991107,5.39471400457378,5.61882805677715,5.34459917954617,5.46617703675356,5.48976994398608,5.86106921988334,5.67607345372374
"ENSG00000162585",11.3776792064568,10.8792450718887,10.7173430085703,10.8541091683296,10.8833354165644,10.7527295217964,11.5335163370636,11.0224045047399
"ENSG00000157933",11.6775030468411,11.6513961200427,11.9131841009279,11.8350661904756,11.8521811490003,11.5050981773223,11.8081176236801,11.7434252284607
"ENSG00000116151",8.71959559752031,8.08645967729666,8.60404593776962,7.99541028639303,8.62558139399286,8.08778939973418,8.77382789720795,8.19729293331729
"ENSG00000269896",6.08783014101258,4.44628963892121,5.92432111594292,4.45994217031685,6.02409741689295,4.4095143391754,6.05877888804256,4.47539029516571
"ENSG00000272420",4.49907170896205,3.26139725569479,3.3819681265427,3.25615033253474,3.70925672760773,3.25918571555575,4.33785448554597,3.27207442536343
"ENSG00000157916",11.4213997109535,11.0833870302067,11.5759340794221,11.0695295407661,11.5137815225551,11.0112818717203,11.4562600432064,10.9750282601903
"ENSG00000157911",9.8722530759493,8.97897438585745,9.73850608410575,8.76676605065461,9.8575929514593,8.84113487990825,9.96590372687224,9.06418930016324
"ENSG00000149527",3.57833447898093,3.37363275594033,3.53856325278356,3.68598700564226,3.63451354408634,3.40796648783759,3.58121975193066,3.510771246669
"ENSG00000157881",10.7604136697065,11.0244829063731,10.7515636884507,11.065050926427,10.8828457336298,11.0652522846717,10.7486072952777,11.0656455540648
"ENSG00000197921",7.55021295956813,7.6785547598354,7.09323684936575,7.1571544445944,7.42172589997274,7.87645663572259,7.84370546231567,8.13954735260506
"ENSG00000272449",8.70908664791091,11.3128616708617,8.46697471163099,10.8757536781415,8.39996859308646,11.3810043217643,8.76938919723751,11.6956416859543
"ENSG00000157873",4.08387086884901,3.98679157193991,4.09853422116218,4.02584455978311,3.77259540635112,4.04670870229805,3.94262164903041,4.01138712602235
"ENSG00000157870",10.1991776598519,9.71973163748529,10.0194616323269,9.82621979091804,9.95378106277336,9.64802568661452,10.0386365602357,9.69650602666044
"ENSG00000142606",3.48711566242323,3.62720306323354,3.48282940049959,3.67164208597734,3.50227913829497,3.67653609142093,3.53260389169745,3.82109505985826
"ENSG00000215912",3.63547322805969,3.49211622658668,3.59231412799935,3.36170030785968,3.56009928042873,3.40831575511903,3.85135021141922,3.44521473105725
"ENSG00000177133",6.61337699376705,5.98300842916718,6.28942056828919,5.81747089862577,6.32446313702634,5.9004326082588,6.70120892421405,5.98097511044444
"ENSG00000142611",8.91091201994892,7.79210654118297,9.18119695324936,7.7387092744788,9.12665901603907,8.03086594466562,8.97601068394489,7.68197284882054
"ENSG00000130762",7.54910028078918,7.48538981453596,7.41202280023,7.69664232989055,7.62039354541967,7.43543166909577,7.48379038497685,7.66033782526231
"ENSG00000162591",6.41749776584869,5.76580472632135,6.5042521159071,5.83706474229938,6.53753509593206,5.77763131874265,6.48369492616339,5.90410150757305
"ENSG00000158109",9.15997538167235,9.82333693765573,9.5965724351988,9.92979794276796,9.5119315519017,9.82392835726594,9.34322685004267,9.69886920328387
"ENSG00000116213",10.075974179723,10.0010363427326,10.0934237915617,10.0463685906393,10.234255214861,9.95445229528145,10.1076359999462,10.1220177835816
"ENSG00000078900",9.22130688597241,8.58478770592485,9.15006680099372,8.52227584400358,9.30466083212138,8.51179981038292,9.10892147564024,8.60705764914317
"ENSG00000227372",9.97574761452355,10.2201771396523,10.4397581655047,10.3739903887461,10.3418271360828,10.2146549906749,10.1397641145905,10.0332060410321
"ENSG00000162592",4.14376230057657,3.71855626307221,3.80618298040434,3.68191693524567,4.01844563939161,3.78187133115738,3.83085818819939,3.90094855341237
"ENSG00000235169",6.65482309536091,5.60996837843815,6.20934398329664,5.66878241893919,6.01346413895028,5.67671563368566,6.70665510821851,6.03330426982865
"ENSG00000130764",10.7688911060285,10.9176870339816,11.4012055046122,10.8523719043665,11.3245754965175,10.955983315661,10.6908255950287,10.6311521963311
"ENSG00000272153",4.70792371086991,4.83131891663457,4.96877064172533,4.91412234098298,4.74519599455667,4.96516596763529,5.06486872175172,4.9293754127407
"ENSG00000116198",10.7066631657102,10.153829901543,10.8379746970079,10.2260666547428,10.8683442152239,10.1141658993976,10.698899400909,10.1159330215883
"ENSG00000169598",8.6261448166273,8.62816693781856,8.95411290233946,8.77857316663823,8.84997470482443,8.6700569092958,8.75211217537758,8.62280088530363
"ENSG00000198912",10.2922598581344,10.5042238130268,10.2738928654762,10.5026761043526,10.3639966977139,10.4686166653813,10.1657291778929,10.6726759866339
"ENSG00000236423",4.26183014858718,4.03838545785014,3.91431783876125,4.08010899240373,3.96856126045194,3.9775252070026,4.11984333405379,4.28034280635118
"ENSG00000131697",8.39902895016018,8.00332385935272,8.91648916238716,8.14168379597517,8.79625434159783,8.11093610975511,8.26700264226677,7.98004021127392
"ENSG00000069424",8.90526067072866,8.18200210776929,8.92140668093412,8.22399480064886,9.05825004371116,8.2725390805942,8.97758955784961,8.30246176058555
"ENSG00000116254",4.89160539034834,5.07362383620923,4.79302431048801,5.26039489537163,4.9406045911789,5.11365230010702,4.98437754316498,5.04517662715166
"ENSG00000116251",14.6303108137849,14.2781246109322,14.3463065477662,14.0649839711953,14.3442979045835,14.1162817226697,14.9002195205924,14.4688077715686
"ENSG00000158286",7.3406236416727,7.7730064655799,7.27108386294205,7.74299812919158,7.36390326834861,7.56857029439642,7.42152554803202,7.8900738078237
"ENSG00000116237",12.9565957435357,12.8861996928607,13.1039464421399,12.9322515933057,13.0786610762004,12.8338352858897,12.9076024271012,12.9140019396667
"ENSG00000225077",6.86795339382003,6.97594194509851,6.60098074486983,6.78806834048502,6.68149226079926,6.85973962216563,6.87382009577274,7.26544605721624
"ENSG00000158292",9.02368449660581,8.22624651925356,8.98180617441224,8.17451570914358,9.11415890527391,8.40103331400829,9.20146438286099,8.15150868027214
"ENSG00000097021",11.6628205201483,10.9067592101404,11.5701271426615,10.8497099571237,11.5367790230263,10.7209335144154,11.7894445270432,11.1371884381744
"ENSG00000069812",5.61246490256614,5.80502034376808,5.59236429619437,5.83861858784836,5.49516137806679,6.1358703550922,5.62518244539297,5.75133680392292
"ENSG00000187017",4.00240410186711,4.08694763993565,3.99196731576637,4.05241737891492,4.08324877868183,4.11340638757949,4.00264343295921,4.03307190231129
"ENSG00000215788",6.55079531733759,5.67584153679065,6.08643009751202,5.93096261897383,6.08056465113419,5.73608933966679,6.73086059346715,5.91179490172342
"ENSG00000171680",8.52907918410988,9.16341578859814,8.6877547973298,9.25352264107329,8.5890526944743,9.43124034810129,8.38789487824325,9.10003963306587
"ENSG00000162408",10.6058624244916,10.8241860002097,10.9574679264693,11.155483313039,10.8136043324802,10.8789228981419,10.7634004256626,10.8697636197036
"ENSG00000229519",4.40320116416219,3.84400551478553,3.73443949030904,3.75982057941645,3.66414607072296,3.77231327746409,4.6037655291256,3.89677108614717
"ENSG00000204859",9.94544353881918,9.30852749948,9.48032568617669,9.24580836853182,9.77038938890349,9.30426746647353,10.0975246340905,9.43668391013575
"ENSG00000162413",10.4697990585459,10.8723842935499,10.8289828397257,11.0498201603232,10.694806847392,10.7788764196075,10.6961859861883,10.9011010069198
"ENSG00000116273",10.7479915285825,11.2828595045515,10.9883142747165,11.2968008176962,10.9773468746948,11.2847471851489,10.934348111233,11.2551952293041
"ENSG00000041988",9.84522674456978,10.1294239318688,9.36083174287083,9.89140376898144,9.65434694919736,10.0431789696427,9.94461302185094,10.4052262225539
"ENSG00000007923",10.5370021101475,10.9294699814794,11.1819071192139,11.2035128835305,11.0502553129613,10.8728689682543,10.469102119574,10.7957174551402
"ENSG00000237436",5.36217722893926,5.78250305010117,5.22713508643781,5.42613363361062,5.21461811945473,5.59182696443196,5.55755112215826,5.99411477881918
"ENSG00000171735",11.976738056681,11.6297409849668,11.3774081568406,11.4704758110612,11.4853243795434,11.490000811501,12.2733720317644,11.91170538119
"ENSG00000049245",11.5207180251276,11.8667512772528,11.8472917629663,11.8929645531797,11.7584953429973,11.7813974630777,11.6408856193888,11.7990460146151
"ENSG00000269925",3.45526928037873,3.55970583358676,3.57404442597246,3.4862290426077,3.65713189600598,3.74873776183655,3.4888155872375,3.83890065419701
"ENSG00000049246",8.29871883853351,8.54797998217303,8.09949830673871,8.68378779185153,8.53598556615235,8.68578989852661,8.16130032834462,8.42584808738058
"ENSG00000236266",3.56632980433393,3.62563622732231,3.29306962767127,3.37332771721421,3.27205649229945,3.34866439397738,3.21285550530685,3.74921968642388
"ENSG00000049249",5.40158765174482,5.96543355671931,4.96591147597692,5.52269121643461,5.22047558708219,5.95121799247858,5.18144693948449,5.75763336668064
"ENSG00000116288",13.9787412074594,13.8828861221369,13.6607964931859,13.7019320325838,13.6335173124005,13.5954867196594,14.0804090709481,14.1241087289912
"ENSG00000116285",10.368043245394,11.2591685004176,10.5794560215255,11.3175082778615,10.6359040147177,11.3169233600449,10.0825263594435,11.0400104640078
"ENSG00000162426",4.34648569652226,4.87013611033468,4.58578508536513,4.63244629279628,4.50951001927114,5.02116387699579,4.42793176308793,5.04453153211005
"ENSG00000142599",11.9268957290263,12.4369104715785,12.0618996520796,12.6406800061483,11.979689111138,12.4988166887115,12.0020355246897,12.364291903626
"ENSG00000226545",3.60717703441836,3.31042136714402,3.24050858523088,3.16224352462143,3.26400998654987,3.16551997432377,3.97746870088967,3.53024777195849
"ENSG00000228423",3.50732697901927,3.30058499808424,3.10691101791928,3.10045393189953,3.08291564686502,3.21302992171355,3.74264366235362,3.32652127201645
"ENSG00000074800",16.1619045569484,16.0417566073922,16.2829359513135,16.1068990720528,16.1336338677534,15.9743285543557,16.1353148721975,16.1898123512643
"ENSG00000236269",4.31655651176253,4.34843274661927,4.38596372213056,4.36574002285547,4.28458096528489,4.31926245618063,4.61635303351554,4.36771775922324
"ENSG00000142583",5.08802507587179,5.05308360817798,5.05804219500897,4.70221804470031,5.07094724163893,5.17074964769534,5.04776051794543,5.31468591917393
"ENSG00000180758",8.5182560118342,8.24728622914126,9.01066703370642,8.36473580870528,9.09297513865987,8.42929484350601,8.58328470625036,8.05694339471336
"ENSG00000228526",7.30177483971815,6.68402311623562,7.21842139374965,7.00010619053099,7.13972286776511,7.02124243070509,7.04053297273889,6.79230915713575
"ENSG00000234546",7.43359125649942,5.05356533882267,6.02498690609867,4.90085062047325,6.34465359643163,5.08332684325512,6.77577374158203,5.17467444035779
"ENSG00000049239",10.3821477116568,8.86082864990639,10.4578108964908,8.7952443068922,10.4636654113798,8.96854811489084,10.264991457333,8.82845091300197
"ENSG00000171621",8.0585313684597,8.42989462458459,8.34524590672837,8.38314798015435,8.24500107637132,8.32930606295038,8.05983084799638,8.42434543847731
"ENSG00000171612",10.6411140266113,11.0141909021383,10.4852529773091,10.9048318520811,10.5755036176312,10.8385051572326,10.5455483275476,11.1523340058179
"ENSG00000188807",11.075737083874,11.7631838700499,11.1515975638732,11.8040287212304,11.0683807910768,11.7823064677492,11.1884067217009,11.6628983950416
"ENSG00000171608",9.176852347606,8.81936653731753,9.3106994360388,8.67838580951268,9.23512213916636,9.02455200623861,9.2095847011387,8.63943321438899
"ENSG00000231789",8.72571565067975,7.26372762530372,8.23244673919753,7.18645909004546,8.28873158979402,7.26140787596425,8.7176985784975,7.48247440156619
"ENSG00000171603",12.7451504234883,13.3863062754849,13.0817975121786,13.5189282127283,12.9281462339908,13.5444857489148,12.7674085466626,13.2637992783739
"ENSG00000178585",10.1678062761106,8.50536492519002,10.1023418995602,8.15068892478272,10.1422724979734,8.60642793058742,10.194065751923,8.40444877918766
"ENSG00000162441",9.93877013095696,10.2274189151853,10.35908638774,10.4504621858506,10.3581838023509,10.2496200698473,9.770765735929,10.0214228277972
"ENSG00000228150",3.61450371450461,3.46760438322773,3.8715798951411,3.46869720864763,3.53996597305144,3.53282897699877,3.67289062432107,3.47806972674598
"ENSG00000173614",9.18045321291305,9.36113592200151,9.108880977167,9.22171921187891,9.24354738019924,9.38063254479748,9.20737497024862,9.3294164179517
"ENSG00000162444",6.46565331380271,5.96363483735456,6.03406372543836,5.63783097090399,6.20497093030093,5.86227221196348,6.75823946572161,6.05380980080799
"ENSG00000130939",11.4893601911146,11.8396332996504,12.1126247235571,12.0486710414556,11.8975034414548,11.9058703295072,11.4895773698065,11.6177628964528
"ENSG00000054523",12.1410867398746,12.7171516203102,12.7849314457314,13.0276699677887,12.3732867346031,12.8822433962668,12.1005082343673,12.3530517922279
"ENSG00000199562",3.98922834749999,3.30944123024913,3.18156241101766,3.1423202108566,3.21495533869597,3.17906709019236,4.69533139541022,3.34834415465716
"ENSG00000142657",12.7495934217011,13.1842185866967,13.0386047196728,13.1384264421835,12.8884987512183,13.0633867925007,12.8159374697424,13.2312688381859
"ENSG00000251503",6.53082994196024,6.50832678132931,5.91414054947925,6.45320016290894,5.85881525349112,6.38438471827712,6.6047010306349,6.70459053908118
"ENSG00000175279",9.0397311331974,8.94345197096655,8.80918496875321,8.81928582852914,8.76235729660077,8.64689416240897,9.1444749399953,9.2111765807852
"ENSG00000241563",4.53565190465247,4.48506731688062,4.20620462803001,4.41860723215508,4.27955010573396,4.54596293450314,4.60527778651478,4.75916804922703
"ENSG00000160049",13.8778348346034,13.1248175299435,13.1604090112328,13.0961781937153,13.4044553818597,13.0829982634156,14.0343909496059,13.3989820315
"ENSG00000142655",10.9804788164552,11.1957524826345,10.7792944217232,11.059630049729,10.853366841051,11.148321685659,11.2201942366019,11.4561419891245
"ENSG00000130940",8.18632018681056,8.84570784386831,8.41274994560397,8.99754465806655,8.28860373443761,9.0048144926226,8.23220745809691,8.46868757527927
"ENSG00000272078",4.40706336455579,5.22994654785556,4.38880066842724,5.21432509200537,4.57572404004503,5.13708644404906,4.64681830066569,5.49452594494378
"ENSG00000175262",4.57648142776156,4.49095862373077,4.50044253562233,4.46872936369331,4.51564420489882,4.58261451035564,4.57751276369965,4.77994482806629
"ENSG00000120948",12.6815474211941,12.8904282142818,12.7979254849251,13.0066059260386,12.7207509188176,12.8052377733991,12.8466375620061,12.9130842597157
"ENSG00000009724",5.71045284116813,6.29513128254035,5.95661553255048,6.38782046768048,6.04197070799768,6.45643344952323,5.6139459337848,6.03883652537499
"ENSG00000271895",6.32632549944933,6.26030057117626,5.76805331400893,6.22077214516862,6.12827063989896,5.96594281146128,6.39616252376833,6.48884984349662
"ENSG00000116649",13.2097199915762,12.8644393242418,12.849002881199,12.5342704761645,12.8297513888816,12.5143796417724,13.3891407856478,13.1543091823001
"ENSG00000171824",12.0167398730255,11.794961679025,11.8459510354333,11.784091256219,12.0400107517522,11.6765598354945,11.9743544266759,11.7929672028197
"ENSG00000226849",3.3587366531003,3.13301516627305,3.21680364013797,3.30860920402086,3.27566222466601,3.19274038012184,3.62728535649851,3.40184479590049
"ENSG00000230337",5.66117477005468,5.16735503617149,5.2795162151581,5.00551448959927,5.44355419399594,4.99916823771372,5.6278232099367,5.37776739673089
"ENSG00000198793",12.1429309979211,12.1309484423714,12.7771033705292,12.2173164251291,12.584349501978,12.1935166839536,12.0063619427937,11.7143041585263
"ENSG00000120942",11.0864568121121,10.95025727926,10.826102477145,10.9763856399139,10.9285280922128,10.7761599221768,10.8709359663336,10.9957415301724
"ENSG00000204624",3.70270815773104,3.77218702685728,3.79770246819384,3.82210193680074,3.70586577002176,3.71338451056213,3.67300473964356,3.54812196705367
"ENSG00000235643",3.19569471216861,3.83686565004439,3.17872039366471,3.64055929803307,3.17880511701617,3.65138136029666,3.18373613575265,3.64866223828383
"ENSG00000116661",7.9789243248677,7.77688750741601,7.41607826639344,7.50430738709129,7.6773134703633,8.00834321942101,8.2548568502456,8.01686559746572
"ENSG00000132879",10.1078559148509,10.4605747367838,10.0439553939616,10.3648935081909,10.0566983515702,10.3382208993867,10.3239632896702,10.5600262862627
"ENSG00000116663",7.42228380210878,8.34012156251885,7.13085178694832,8.10199301747818,7.24919180452941,8.16234835303146,7.64063187041284,8.47103969691003
"ENSG00000116670",11.8120336581446,11.8453632467337,11.5267146260517,11.6933113747912,11.6588622615723,11.7103795329783,11.8474226513412,12.1125045727924
"ENSG00000162490",5.70446558522142,6.15226281406988,5.92194071300024,6.231174869481,5.85916521946303,6.22148936851034,5.91181671475968,6.37474176364684
"ENSG00000177674",10.6915864745419,9.53545428787642,10.5262585246328,9.31708981263994,10.5048945525299,9.51443226584692,10.5954286205751,9.71917254222624
"ENSG00000215910",5.12291283057965,5.47402829981789,5.07904637316939,5.22977238617733,5.17916851682403,5.44743713203029,5.01202559706103,5.47858421823414
"ENSG00000177000",9.84046846421077,10.1623934719302,10.1823841659514,10.2515366189742,10.113598702583,10.2362710878818,9.92608600141594,9.91140992739679
"ENSG00000011021",8.59133355269496,8.55927685634812,8.86763842277961,8.79971177749986,9.07575165003453,8.80356990901161,8.96754676291891,8.68707487817814
