,ID,log2FoldChange,pvalue,padj,X1.C,X1.D,X2.C,X2.D,X3.C,X3.D,X4.C,X4.D,Gene.Name,gene_type,x,ENSEMBLE,X.1,X,Accession,Cont_Global_Rep1,Cont_Global_Rep2,Cont_Global_Rep3,Cont_Global_Rep4,Cont_PISA_Rep1,Cont_PISA_Rep2,Cont_PISA_Rep3,Cont_PISA_Rep4,DZNep_Global_Rep1,DZNep_Global_Rep2,DZNep_Global_Rep3,DZNep_Global_Rep4,DZNep_PISA_Rep1,DZNep_PISA_Rep2,DZNep_PISA_Rep3,DZNep_PISA_Rep4,cont_global_mean,cont_global_sd,dznep_global_mean,dznep_global_sd,FC_global,log10FC_global,pval,p.adjust,protein_type,cont_pisa_rep1_norm,cont_pisa_rep2_norm,cont_pisa_rep3_norm,cont_pisa_rep4_norm,dznep_pisa_rep1_norm,dznep_pisa_rep2_norm,dznep_pisa_rep3_norm,dznep_pisa_rep4_norm,rep1_sm,rep2_sm,rep3_sm,rep4_sm,pisa_sm_mean,pisa_sm_sd,pval.pisa,log10.pvalue_pisa,protein_type.pisa,Gene.Name
11,ENSG00000004455,0.0471788408804914,0.723883433637969,0.801043989650821,8770.14627193547,8935.06282925051,9497.42357054603,9590.6576066027,9173.72048897325,7837.19443773543,8118.83587693504,10382.5513920983,AK2,ns,P54819,ENSG00000004455,1464,1464,P54819,96014,97612.1,89538.5,89365.9,143057.2,131941.9,130967.5,117339,104882.9,98924.9,97848.1,107682.2,156361.1,148704.8,141944.4,122994.3,93132.625,4300.15386963071,102334.525,4720.35997806312,1.09880425898014,0.0409203340830597,0.0282516110245012,1.54895678185863,Up with DZNep,1.48996188055909,1.35169615242373,1.46269481843006,1.31301760514917,1.49081594807161,1.50320899995855,1.45066076909005,1.14219713193081,1.00057321433768,1.11209090686775,0.991772686148619,0.869902374082067,0.993584795359029,0.0989834355459902,0.939963866782202,0.026888840824468,ns,AK2
12,ENSG00000004478,-0.173918942227929,0.403528510391677,0.521255678105535,8289.16795644173,8758.21170747789,13275.6804374901,10869.626726462,10691.1780134651,7837.19443773543,8173.62754422678,8375.56562077931,FKBP4,ns,Q02790,ENSG00000004478,2122,2122,Q02790,120483.5,124697.6,125493.3,122254.2,94447.8,98820.3,95073.4,91530.3,118040.5,122022.6,116350,123156.1,94160.4,104093.3,96098.7,92322.5,123232.15,2292.87345558653,119892.3,3223.2292844289,0.972897900426147,-0.0119327338407111,0.147552187615742,0.831054347245672,ns,0.783906510020044,0.79247956656744,0.757597417551375,0.748688388619777,0.797695706134759,0.85306574355898,0.825944993553932,0.749638060964905,1.01759035795526,1.07645140587531,1.09021622093626,1.00126844807474,1.0463816082104,0.043549968668624,0.211018068710235,0.675680356052167,ns,FKBP4
13,ENSG00000004487,0.113679903727801,0.425606382590232,0.542419419630181,7694.11145073474,9052.96357709892,10093.8024899975,9936.97796021701,9261.5072879108,8878.81406435091,7504.30972613355,9523.05748554692,KDM1A,ns,O60341,ENSG00000004487,1168,1168,O60341,3778,3749.2,4652,4303.5,2526.7,2740.8,2729.5,2667.4,3443.3,3595,3657.3,4036.6,2712.2,2591.7,2889.9,2714.7,4120.675,436.329794039631,3683.05,252.252208447551,0.893797739448027,-0.0487607480718214,0.145357044392934,0.83756391630603,ns,0.668793012175754,0.731035954336925,0.586736887360275,0.619821075868479,0.787674614468678,0.720917941585535,0.790173078500533,0.672521428925333,1.17775544918774,0.986159350041042,1.34672473390162,1.08502510661325,1.14891615993591,0.153331647527762,0.0750170171677243,1.12484020829183,ns,KDM1A
14,ENSG00000004700,0.16718450704289,0.759235388839842,0.828832689314131,676.761155454328,1432.94755077302,2349.80436526388,1958.72348834882,1744.98657479933,1698.0300049138,307.263075400744,614.245645257958,RECQL,ns,A0A024RAV2,ENSG00000004700,1501,1501,P46063,4136.8,4319,5161.7,4790.3,3215.3,4214.9,4112.8,4685.8,3390.7,4494,4207.5,3302.3,3179.1,3286.2,4146.3,4433.3,4601.95,463.760358374883,3848.625,592.583740214551,0.836303088907963,-0.0776362991338924,0.0948887339887854,1.02278534770914,ns,0.77724327982982,0.975897198425561,0.796791754654474,0.978185082353924,0.937594007137169,0.731241655540721,0.985454545454545,1.34248856857342,1.20630699739528,0.74930193131044,1.23677804106028,1.37242797175237,1.14120373537959,0.271062449231574,0.444037446534991,0.352580403448992,ns,RECQL
15,ENSG00000004779,0.277211318706687,0.127210380887846,0.210041723201628,2682.37906717661,3383.75146324946,3276.51292572889,3313.3998483006,2419.5116727582,2600.59427507399,2636.44610850848,4053.34626348796,NDUFAB1,ns,O14561,ENSG00000004779,2628,2628,O14561,1142.9,973.8,1520.7,1354.4,1824.6,2978.6,1693.1,1335.9,1213.2,1147.4,1254.5,2338.2,1893.4,1397.4,2779.5,1670.7,1247.95,239.386639838846,1488.325,568.297242500202,1.1926158900597,0.0765005914588823,0.478848867693394,0.319801535194157,ns,1.59646513255753,3.05873896077223,1.11336884329585,0.986340815121087,1.56066600725354,1.21788391145198,2.21562375448386,0.714523992814986,0.977576005530021,0.398165363919941,1.99001774463623,0.724418965393081,1.02254451986982,0.687205642327097,0.664925451439506,0.177227043183089,ns,NDUFAB1
16,ENSG00000004897,-0.188098190907258,0.454162158912475,0.569065631980722,4114.52283350251,4470.25220111406,6808.36173613311,5355.07914228261,6102.9740934845,4476.54604042128,3419.64464685513,3646.09915069788,CDC27,ns,P30260,ENSG00000004897,1550,1550,P30260,3309,3175.9,3470.4,3342.3,2608.7,2609.6,2688.2,3001.2,2917,3303.3,3248.6,2846,2504.9,2877.5,2923.6,2885.3,3324.4,121.003884235176,3078.725,230.656561074396,0.926099446516665,-0.0333423753542623,0.123835580608473,0.90715455530137,ns,0.788365064974312,0.821688340312982,0.774608114338405,0.897944529216408,0.85872471717518,0.871098598371326,0.899956904512713,1.01380885453268,1.08924755208827,1.06013260214879,1.16182220125769,1.12903283170218,1.11005879679923,0.0445914672716686,0.0937769494052787,1.0279038991084,ns,CDC27
17,ENSG00000004975,0.278406630743614,0.081143683106196,0.145823835939799,2591.42483443901,3375.58910378303,3279.19127416954,3553.40790731702,3010.72889009268,3474.65651565017,2221.74839135923,3065.60326616838,DVL2,ns,O14641,ENSG00000004975,2074,2074,O14641,1197.3,1115.4,1378.4,1298.2,747.6,684.6,722.1,824.8,1057.8,1181.7,1331.8,1082.8,724.2,837.6,762.5,785.6,1247.325,115.000909416694,1163.525,124.286104747608,0.932816226725192,-0.0302039077866954,0.360716500343619,0.442833991187923,ns,0.624404911049862,0.613770844540075,0.523868253047011,0.635341241719304,0.684628474191719,0.708809342472709,0.572533413425439,0.725526413003325,1.09644953471073,1.15484361757823,1.09289579984161,1.14194761076736,1.12153414072448,0.0314940366569645,0.141666267582226,0.848733548107571,ns,DVL2
18,ENSG00000005007,0.296658785077224,0.108108578653224,0.184152850850177,5589.83132044964,7425.02632796122,7061.01927236779,8417.19538517004,7650.88826250567,7940.83818167727,4761.50332229405,7005.32533520386,UPF1,ns,A0A024R7L8,ENSG00000005007,2011,2011,Q92900,32130.7,31630.8,33317.5,34110.4,28193,29759.4,28029.3,28618.8,32991.4,33459.4,33019.4,35284.6,29529.4,29608.9,31114.4,31199.7,32797.35,1125.45064307592,33688.7,1085.30565280017,1.02717750062124,0.011645498007627,0.297718619119011,0.526194004023793,ns,0.877447425670776,0.94083614704655,0.841278607338486,0.839005112810169,0.895063562019193,0.884920231683772,0.942306643972937,0.884229947342467,1.02007657192105,0.940567849632152,1.12008867900976,1.05390293079481,1.03365900783944,0.0746778654780755,0.372563582884943,0.428799598514025,ns,UPF1
19,ENSG00000005100,0.139348095001875,0.420055360872066,0.537254603507077,3188.02293731105,3755.59228338676,3838.96609826546,4966.07279159492,3672.71301677476,3833.95482798188,3546.41752411838,3135.35277167386,DHX33,ns,B4DIS6,ENSG00000005100,3511,3511,Q9H6R0,149.9,179,215.3,247.8,142.6,181.8,169.1,149.9,208.9,175.9,186.5,205.3,134.5,146.6,197.1,169.3,198,42.6377766774957,194.15,15.6361760031025,0.980555555555556,-0.00852779537946467,0.874020394632477,0.0584784333003736,ns,0.95130086724483,1.01564245810056,0.785415699024617,0.604923325262308,0.643848731450455,0.833428084138715,1.05683646112601,0.82464685825621,0.676808729624286,0.820592008035369,1.34557593187717,1.36322542679045,1.05155052408182,0.354666713998409,0.997736753324743,0.000984029513528445,ns,DHX33
20,ENSG00000005156,0.694539109073658,0.0136362849375676,0.0325437674759392,1179.32183125868,2996.4928530089,2575.67841709206,3208.69834604511,2006.5554042867,3081.67398653736,1277.39789038981,2109.3600455287,LIG3,ns,P49916,ENSG00000005156,3552,3552,P49916,4199.1,4734.2,5865.6,5299.9,3263.6,3574.6,3282.8,3127.4,4856.6,4869.2,4830.8,5439.5,3211.9,3388.2,3613.7,3261.7,5024.7,718.529391651216,4999.025,294.084617924841,0.994890242203515,-0.00222482863580406,0.950457069183313,0.0220674948299531,ns,0.777214164940106,0.755058932871446,0.559669939989089,0.590086605407649,0.661347444714409,0.695843259673047,0.748054152521321,0.59963231914698,0.850920472821509,0.921574766391803,1.33659876843824,1.0161768012557,1.03131770222681,0.214485779336068,0.932398138801883,0.0303986020636004,ns,LIG3
21,ENSG00000005175,-0.270277052054364,0.133865500050374,0.218873472734935,2554.42650247795,2029.70672065191,2807.80194861509,2644.11563003667,2847.69626349438,1902.72639919894,2038.03515396927,1920.36138544933,RPAP3,ns,Q9H6T3,ENSG00000005175,1766,1766,Q9H6T3,9946.4,10591.9,11062.2,11415.7,8260.5,8263.9,7490,7565.4,11246.8,10990.8,11185.9,11857.7,7819.5,8719.1,8520.5,7998.2,10754.05,635.433786217468,11320.3,374.537323462785,1.05265458129728,0.0222858849114167,0.186940086940107,0.728297559669195,ns,0.830501487975549,0.780209405300277,0.677080508397968,0.662718887146649,0.695264430771419,0.793308949303054,0.761717876970114,0.674515293859686,0.837162173503401,1.01678977965888,1.12500340435498,1.01780001587676,0.999188843348504,0.119356768002802,0.900821788218173,0.0453611180650124,ns,RPAP3
22,ENSG00000005194,0.0296035253548903,0.884529642421841,0.921481524298757,2110.44651894527,2549.37694001453,2879.22457369909,2654.58578026222,2915.77582185411,2274.11648165719,1712.50818947128,2342.23339455507,CIAPIN1,ns,Q6FI81,ENSG00000005194,3089,3089,Q6FI81,14487.4,13827.6,12627,12713.3,10750.4,10094.3,10628.7,10582.1,12678.2,13728,13403.9,13053.5,10194.9,11820.5,9858.6,10267.3,13413.825,900.666769214156,13215.9,452.063955652295,0.985244700896277,-0.00645589229356459,0.712675789203311,0.14710799466734,ns,0.742051713903116,0.730010992507738,0.841743882157282,0.832364531632228,0.804128346295215,0.861050407925408,0.735502353792553,0.786555329988126,1.08365539925187,1.17950334551473,0.873784020749345,0.944964976397694,1.02047693547841,0.137236759616039,0.801906834396952,0.0958760851542592,ns,CIAPIN1
23,ENSG00000005249,0.188138229559064,0.368484606709595,0.486608569468834,1335.02314492813,2102.26102702017,2310.52192146768,1923.2860568162,1869.50050390462,2209.33914169354,1456.81374210982,1712.23786095717,PRKAR2B,ns,A0A024R712,ENSG00000005249,3182,3182,P31323,2250.8,1879.5,2497.1,2470.5,1658.8,1647,1779.9,1604.4,2346.1,1818.5,2296.7,2451.9,1684.7,1645.1,2001.8,1728.5,2274.475,285.513249838485,2228.3,280.765857373482,0.979698611767551,-0.00890750734574297,0.825270858845087,0.0834034900005748,ns,0.736982406255553,0.876296887470072,0.712786832725962,0.649423193685489,0.718085333106006,0.904646686829805,0.871598380284756,0.704963497695665,0.974358854445984,1.03235182021653,1.22280370549417,1.08552251374791,1.07875922347615,0.106219331300968,0.456521304479784,0.340538950436111,ns,PRKAR2B
24,ENSG00000005339,1.27518699797637,5.10565105327104E-06,2.82526496001111E-05,3191.10613164114,7457.67576582693,4309.46264100636,11415.685330533,4361.57065333569,9330.5280483641,2242.16097329144,5935.4579201117,CREBBP,up,Q92793,ENSG00000005339,3255,3255,Q92793,325.7,389.6,408.9,409.4,431.6,463.8,412.9,280.6,368.7,325.9,352.6,451.7,400.2,436.2,514.1,336.6,383.4,39.5557833950991,374.725,54.2673858469953,0.977373500260824,-0.00993944026847042,0.805543306740117,0.0939111065511707,ns,1.32514583972981,1.19045174537988,1.00978234287112,0.685393258426966,1.08543531326282,1.33844737649586,1.45802609188883,0.74518485720611,0.819106305675855,1.12431888288656,1.44390135377414,1.08723692280891,1.11864086628637,0.25595167855109,0.637767003776718,0.195337953654343,ns,CREBBP
25,ENSG00000005436,-0.467925110820056,0.00362369275490683,0.0102070339950896,2239.94068080897,1442.01683906905,1785.56562710021,1431.9943923866,2108.67474182629,1477.78704903739,2448.43548544859,1853.9868560167,GCFC2,ns,A4UHR0,ENSG00000005436,816,816,P16383,1503.5,1348.8,1545.9,1525.2,936.5,1054.3,1015.9,883.5,1190.7,1329.8,1216,1305.7,1003.7,792.6,986.4,964.8,1480.85,89.719284437628,1260.55,67.5717149898289,0.851234088530236,-0.0699509929388955,0.00899607594874796,2.04594688671985,Down with DZNep,0.622879946790821,0.781657769869514,0.657157642797076,0.579268292682927,0.842949525489208,0.59602947811701,0.811184210526316,0.738913992494447,1.35330978277952,0.762519738294815,1.23438298164448,1.2755988923062,1.15645284875626,0.267210798993635,0.262768454614035,0.580426773090049,ns,GCFC2
26,ENSG00000005810,-0.228169425337397,0.42541720437541,0.542333117857654,3998.90304612421,3367.4267443166,6627.12682498244,6140.34040919877,4547.89365516231,4858.30049727372,4803.40283257597,2688.73093803392,MYCBP2,ns,O75592,ENSG00000005810,3012,3012,O75592,1223,962.1,1212.3,1114.5,826.1,783.7,918.1,1218.9,889.1,1079,1345.5,1020.1,778.1,905.1,1076.9,1162.8,1127.975,120.880860767948,1083.425,191.898538729889,0.960504443804162,-0.0175006215204948,0.710437279239206,0.148474257613618,ns,0.675470155355683,0.814572289782767,0.757320795182711,1.09367429340511,0.875154650770442,0.838832252085264,0.800371609067261,1.13988824625037,1.29562297287526,1.02978245467811,1.05684620593861,1.04225568171797,1.10612682880249,0.126813978328672,0.535550510945239,0.27119956201182,ns,MYCBP2
27,ENSG00000006125,0.346875725216423,0.32195663912419,0.439883143639522,7015.80869811537,13895.9635271799,16514.6964850499,15620.6587403476,11748.2027353661,15271.90566983,6048.57033044122,7773.69488778845,AP2B1,ns,A0A140VJE8,ENSG00000006125,2142,2142,P63010,8155.3,6864.9,6999.6,6417.3,5356,4967.7,5650.4,5728.6,6336.8,7022.4,7343.7,5788.7,6200.2,5778.4,6022.7,7062.6,7109.275,740.438034206779,6622.9,696.872953509701,0.931585850877902,-0.0307771162433202,0.375801177726856,0.425041863193787,ns,0.65675082461712,0.723637634925491,0.807246128350191,0.892680722422203,0.978443378361318,0.822852586010481,0.820117924207144,1.22006668163836,1.4898243621266,1.13710584731432,1.01594531754926,1.36674473974058,1.25240506668269,0.214979538275365,0.140558070759451,0.852144212413976,ns,AP2B1
28,ENSG00000006453,-0.361372439644939,0.0102287879047893,0.0252311862806413,2019.49228620768,1507.31571480048,1765.92440520211,1317.62813607676,2148.98500664455,1567.61162712032,1639.45263308229,1502.98934444072,BAIAP2L1,ns,Q9UHR4,ENSG00000006453,3501,3501,Q9UHR4,609.5,728.3,759.8,835.8,683.5,758.2,657,718.7,738.4,593.5,788.5,830.4,590.9,657.1,809.1,752.4,733.35,94.0920294180118,737.7,103.228000077498,1.00593168337083,0.00256848713886277,0.952374076239686,0.0211924346649768,ns,1.1214109926169,1.04105451050391,0.864701237167676,0.859894711653506,0.800243770314193,1.10716090985678,1.02612555485098,0.90606936416185,0.713604356995612,1.06349946010115,1.18668218656891,1.05369803056418,1.00437100855746,0.203069725439662,0.903497663067801,0.0440729664213353,ns,BAIAP2L1
29,ENSG00000006625,-1.14367078710237,4.10028076956228E-07,2.79926959471689E-06,4760.45204565596,1866.45953132334,3020.28425824001,1358.70334080776,3701.37809397886,1489.01512129776,4059.95511167626,2320.85854609371,GGCT,down,O75223,ENSG00000006625,775,775,O75223,16913.5,16075.4,16662.1,16845.7,16114.6,17710.7,18030.8,18239.8,14773.4,15187.3,14305.8,16009.9,14905.6,16959,16166.4,15697.7,16624.175,380.952572507392,15069.1,723.219943493448,0.906457012152483,-0.0426527870760813,0.0150146882093384,1.82348368180464,Down with DZNep,0.952765542318266,1.10172686216206,1.08214450759508,1.08275702404768,1.00894851557529,1.11665668025258,1.13005913685358,0.980499565893603,1.05896830937055,1.01355128807627,1.04427747765868,0.905558259255796,1.00558883359032,0.0693197809612711,0.937150852228998,0.0281904955396828,ns,GGCT
30,ENSG00000006652,-0.79942730972546,3.479890967241E-06,1.98308106373024E-05,3653.58528115434,1817.48537452477,3065.81618173107,1871.74070185965,3963.84270712886,2069.42008737206,2541.90362376979,1839.36195970103,IFRD1,ns,A4D0U1,ENSG00000006652,893,893,O00458,336.6,286.2,515.3,469.5,517.4,558.9,551.7,441.4,265.8,210,221.8,289.9,244.8,184.6,408.8,347.5,401.9,108.135563067846,246.875,37.4068955318847,0.614269718835531,-0.211640893221499,0.0581177522110317,1.23569119102273,ns,1.53713606654783,1.95283018867925,1.07063846303124,0.940149094781683,0.920993227990971,0.879047619047619,1.84310189359784,1.19868920317351,0.599161810092309,0.450140326662066,1.72149792599414,1.27499905049833,1.01144977831171,0.594047209164122,0.626114080058671,0.203346529687125,ns,IFRD1
31,ENSG00000006712,0.760401316461839,8.25833032899241E-06,4.38196183178925E-05,3776.91305435787,5735.4179184105,2844.40604397064,5954.29389365248,2980.27224556333,4862.61898660463,3964.33828052009,6422.5794666258,PAF1,ns,Q8N7H5,ENSG00000006712,886,886,Q8N7H5,1930.1,1720.7,2221.2,2334.4,1516.1,1476.7,1352.8,1333.5,2713.8,2229.7,2316.5,3046.1,1570.5,1436.7,1777,1396.9,2051.6,278.685641299775,2576.525,377.379423348262,1.25586127900175,0.0989416703794587,0.0703713792692757,1.15260393677756,ns,0.785503341795762,0.858197245307142,0.609040158472898,0.571238862234407,0.578708821578598,0.64434677310849,0.767105547161666,0.458586389153344,0.736736294788505,0.750814310616766,1.2595319643373,0.802792701042044,0.887468817696153,0.249663625429192,0.358600161661404,0.445389518988449,ns,PAF1
